Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
15866,59,Femme,fondamental,marié,Rural,Groupe 3,5,Logement,Drâa-Tafilalet,CDD,arab,9480.0,118,15000.0,Y456
31838,41,Femme,sans niveau,marié,Urbain,Groupe 4,35,Terrain,Béni Mellal-Khénifra,sans contrat,arab,21239.0,82,34000.0,W000
3526,64,Homme,sans niveau,célibataire,Rural,Groupe 4,4,Voiture,Souss-Massa,sans contrat,amazigh,8345.0,128,14000.0,W000
10592,46,Femme,fondamental,marié,Urbain,Groupe 5,27,Logement,Drâa-Tafilalet,CDD,arab,16839.0,92,27000.0,Y456
3733,58,Femme,sans niveau,marié,Urbain,Groupe 5,13,Voiture,Souss-Massa,CDI,arab,16418.0,116,27000.0,Z789
4851,19,Homme,fondamental,marié,Urbain,Groupe 6,48,Terrain,Casablanca-Settat,CDI,arab,14665.0,38,24000.0,X123
16114,23,Femme,sans niveau,célibataire,Rural,Groupe 6,18,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,arab,6828.0,46,11000.0,Z789
31905,37,Homme,sans niveau,divorcé,Rural,Groupe 2,34,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,26761.0,74,43000.0,X123
34900,26,Homme,fondamental,veuf,Urbain,Groupe 4,10,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,14289.0,52,23000.0,X123
35422,18,Homme,sans niveau,célibataire,Rural,Groupe 5,5,Aucun,L’Oriental,sans contrat,arab,5955.0,36,10000.0,X123
16972,46,Femme,fondamental,divorcé,Rural,Groupe 3,15,Terrain,Souss-Massa,CDI,arab,11633.0,92,19000.0,X123
37028,33,Homme,supérieur,marié,Urbain,Groupe 4,32,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab,32744.0,66,48000.0,X123
18408,64,Femme,sans niveau,marié,Urbain,Groupe 5,46,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,22417.0,128,36000.0,Y456
10334,65,Femme,supérieur,marié,Urbain,Groupe 4,42,Terrain,Casablanca-Settat,sans contrat,amazigh,32702.0,130,48000.0,Z789
21363,66,Femme,sans niveau,célibataire,Urbain,Groupe 4,39,Voiture,Guelmim-Oued Noun,CDI,arab,24802.0,132,40000.0,Y456
2358,30,Femme,fondamental,veuf,Rural,Groupe 6,2,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,3632.0,60,6000.0,W000
22137,62,Femme,sans niveau,marié,Rural,Groupe 6,8,Terrain,Casablanca-Settat,sans contrat,arab,5034.0,124,8000.0,Y456
24779,36,Homme,supérieur,célibataire,Urbain,Groupe 5,16,Logement,Souss-Massa,CDI,arab,21524.0,72,35000.0,Z789
4340,55,Homme,fondamental,marié,Rural,Groupe 6,23,Logement,Béni Mellal-Khénifra,sans contrat,arab,8061.0,110,13000.0,W000
37835,25,Femme,fondamental,marié,Urbain,Groupe 5,15,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,11606.0,50,19000.0,Y456
3827,43,Homme,fondamental,divorcé,Urbain,Groupe 2,17,Logement,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,35699.0,86,53000.0,Z789
12840,31,Femme,secondaire,marié,Urbain,Groupe 6,11,Logement,Guelmim-Oued Noun,CDD,arab,10708.0,62,17000.0,Z789
16265,62,Homme,sans niveau,célibataire,Rural,Groupe 5,17,Aucun,Rabat-Salé-Kénitra,CDD,arab,9150.0,124,15000.0,Z789
417,50,Homme,secondaire,célibataire,Rural,Groupe 5,28,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,amazigh,13505.0,100,22000.0,X123
27236,64,Femme,secondaire,marié,Rural,Groupe 1,16,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,26954.0,128,44000.0,Z789
7110,44,Homme,sans niveau,marié,Rural,Groupe 3,49,Logement,Laâyoune-Sakia El Hamra,sans contrat,arab,25151.0,88,41000.0,Y456
2223,57,Homme,supérieur,marié,Urbain,Groupe 2,25,Terrain,Laâyoune-Sakia El Hamra,CDI,arab,57435.0,114,88000.0,Y456
899,59,Femme,secondaire,célibataire,Urbain,Groupe 3,23,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab,31230.0,118,46000.0,Y456
13512,55,Homme,sans niveau,marié,Rural,Groupe 4,29,Aucun,Drâa-Tafilalet,CDI,arab,13877.0,110,23000.0,X123
30755,28,Homme,fondamental,divorcé,Urbain,Groupe 5,49,Voiture,Souss-Massa,CDI,arab,22735.0,56,37000.0,W000
28125,27,Homme,sans niveau,célibataire,Urbain,Groupe 2,11,Terrain,Casablanca-Settat,CDD,arab,31361.0,54,46000.0,Y456
30650,58,Homme,secondaire,célibataire,Urbain,Groupe 6,11,Aucun,Béni Mellal-Khénifra,CDD,arab,12513.0,116,20000.0,Z789
25770,33,Femme,sans niveau,marié,Rural,Groupe 4,18,Voiture,Casablanca-Settat,sans contrat,arab,11071.0,66,18000.0,Y456
36384,49,Femme,secondaire,marié,Urbain,Groupe 1,42,Voiture,Guelmim-Oued Noun,CDD,amazigh,75231.0,98,117000.0,W000
13392,27,Homme,sans niveau,célibataire,Urbain,Groupe 4,7,Logement,Laâyoune-Sakia El Hamra,CDD,arab,14763.0,54,24000.0,Y456
27894,19,Homme,sans niveau,marié,Rural,Groupe 6,4,Terrain,Marrakech-Safi,sans contrat,amazigh,4305.0,38,7000.0,W000
4046,26,Femme,fondamental,marié,Urbain,Groupe 4,38,Terrain,Béni Mellal-Khénifra,CDI,arab,19875.0,52,32000.0,W000
36923,32,Femme,fondamental,marié,Rural,Groupe 5,26,Terrain,Rabat-Salé-Kénitra,CDD,arab,10143.0,64,16000.0,W000
24303,28,Homme,sans niveau,marié,Urbain,Groupe 4,21,Voiture,Guelmim-Oued Noun,CDI,arab,19399.0,56,32000.0,X123
25212,54,Femme,fondamental,veuf,Urbain,Groupe 5,18,Terrain,Rabat-Salé-Kénitra,CDI,amazigh,14624.0,108,24000.0,Y456
19218,57,Femme,sans niveau,marié,Urbain,Groupe 4,2,Voiture,Rabat-Salé-Kénitra,CDD,arab,15546.0,114,25000.0,X123
36700,20,Homme,supérieur,célibataire,Rural,Groupe 6,2,Logement,Marrakech-Safi,sans contrat,arab,6087.0,40,10000.0,X123
11961,31,Homme,fondamental,marié,Urbain,Groupe 4,5,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,13031.0,62,21000.0,Z789
39718,31,Femme,sans niveau,marié,Rural,Groupe 4,47,Logement,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,18353.0,62,30000.0,W000
27266,56,Femme,fondamental,marié,Urbain,Groupe 6,32,Aucun,Marrakech-Safi,sans contrat,arab,12202.0,112,20000.0,W000
11108,26,Femme,sans niveau,veuf,Urbain,Groupe 1,19,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,arab,43195.0,52,65000.0,W000
29259,30,Homme,secondaire,célibataire,Urbain,Groupe 5,12,Logement,Drâa-Tafilalet,CDD,amazigh,16354.0,60,27000.0,W000
37572,21,Femme,sans niveau,veuf,Rural,Groupe 2,48,Terrain,L’Oriental,CDD,arab,35249.0,42,54000.0,Y456
26982,69,Homme,supérieur,veuf,Urbain,Groupe 4,13,Voiture,Souss-Massa,CDD,arab,29381.0,138,43000.0,X123
19626,38,Homme,sans niveau,célibataire,Urbain,Groupe 3,34,Voiture,Souss-Massa,CDD,arab,32971.0,76,49000.0,X123
29224,44,Femme,secondaire,marié,Urbain,Groupe 2,38,Voiture,Rabat-Salé-Kénitra,sans contrat,arab,53903.0,88,83000.0,Z789
12575,30,Homme,secondaire,marié,Rural,Groupe 2,34,Voiture,L’Oriental,sans contrat,arab,34478.0,60,53000.0,Z789
25611,65,Femme,fondamental,marié,Rural,Groupe 5,31,Terrain,L’Oriental,CDD,arab,11728.0,130,19000.0,Y456
18240,22,Femme,sans niveau,marié,Rural,Groupe 4,14,Aucun,Laâyoune-Sakia El Hamra,CDI,arab,8515.0,44,14000.0,X123
15747,23,Homme,sans niveau,célibataire,Rural,Groupe 6,6,Aucun,Béni Mellal-Khénifra,CDD,arab,4407.0,46,7000.0,W000
6479,46,Femme,fondamental,marié,Rural,Groupe 5,34,Voiture,Marrakech-Safi,CDI,arab,13626.0,92,22000.0,X123
13309,49,Femme,supérieur,veuf,Urbain,Groupe 1,24,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab,67014.0,98,104000.0,Y456
9578,48,Femme,supérieur,célibataire,Urbain,Groupe 3,29,Logement,Souss-Massa,CDI,arab,38041.0,96,57000.0,Y456
29958,39,Femme,sans niveau,marié,Urbain,Groupe 3,18,Terrain,Béni Mellal-Khénifra,CDD,arab,20821.0,78,34000.0,X123
12115,50,Femme,secondaire,célibataire,Urbain,Groupe 4,46,Aucun,Drâa-Tafilalet,sans contrat,arab,29215.0,100,43000.0,Y456
22652,21,Femme,sans niveau,célibataire,Urbain,Groupe 4,34,Aucun,Guelmim-Oued Noun,sans contrat,arab,19006.0,42,31000.0,W000
6493,52,Femme,sans niveau,marié,Rural,Groupe 6,22,Aucun,Guelmim-Oued Noun,sans contrat,arab,7134.0,104,12000.0,X123
34436,25,Homme,sans niveau,divorcé,Urbain,Groupe 1,4,Logement,Fès-Meknès,CDD,amazigh,37876.0,50,57000.0,Y456
20716,38,Homme,sans niveau,divorcé,Rural,Groupe 5,0,Logement,Casablanca-Settat,CDI,arab,5723.0,76,9000.0,Y456
1724,32,Femme,fondamental,marié,Urbain,Groupe 2,6,Voiture,Casablanca-Settat,CDD,arab,24166.0,64,39000.0,W000
21680,23,Femme,sans niveau,célibataire,Urbain,Groupe 1,9,Aucun,Dakhla-Oued Ed-Dahab,CDD,amazigh,35125.0,46,52000.0,Y456
23827,31,Homme,fondamental,marié,Urbain,Groupe 6,41,Terrain,Drâa-Tafilalet,sans contrat,amazigh,13592.0,62,22000.0,Z789
28682,21,Homme,secondaire,marié,Rural,Groupe 6,44,Aucun,L’Oriental,CDD,arab,10953.0,42,18000.0,Z789
5844,32,Femme,fondamental,célibataire,Urbain,Groupe 4,36,Voiture,Casablanca-Settat,CDD,arab,21384.0,64,35000.0,X123
38214,33,Femme,secondaire,célibataire,Urbain,Groupe 1,27,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab,52321.0,66,80000.0,X123
38286,51,Femme,fondamental,marié,Rural,Groupe 2,30,Logement,Fès-Meknès,sans contrat,amazigh,26291.0,102,43000.0,W000
8511,27,Homme,fondamental,marié,Urbain,Groupe 2,44,Voiture,Drâa-Tafilalet,sans contrat,amazigh,49064.0,54,75000.0,Y456
6351,28,Homme,secondaire,marié,Urbain,Groupe 4,33,Aucun,Drâa-Tafilalet,CDI,arab,22163.0,56,36000.0,W000
31109,54,Homme,sans niveau,marié,Rural,Groupe 6,16,Voiture,Marrakech-Safi,CDI,arab,7640.0,108,12000.0,W000
17314,29,Homme,fondamental,célibataire,Rural,Groupe 2,10,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,14726.0,58,24000.0,Y456
11942,57,Homme,secondaire,célibataire,Rural,Groupe 6,41,Voiture,Souss-Massa,sans contrat,arab,13147.0,114,21000.0,W000
33078,23,Femme,sans niveau,veuf,Rural,Groupe 6,18,Terrain,Drâa-Tafilalet,CDD,amazigh,6235.0,46,10000.0,X123
8924,19,Homme,secondaire,célibataire,Urbain,Groupe 1,49,Aucun,Casablanca-Settat,CDI,arab,68258.0,38,106000.0,Z789
20495,30,Femme,secondaire,marié,Rural,Groupe 2,24,Terrain,L’Oriental,CDI,amazigh,23608.0,60,38000.0,Y456
22048,68,Femme,secondaire,célibataire,Urbain,Groupe 5,29,Terrain,Laâyoune-Sakia El Hamra,CDI,amazigh,19750.0,136,32000.0,Y456
25507,69,Femme,secondaire,divorcé,Rural,Groupe 6,47,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,11510.0,138,19000.0,Y456
31547,24,Femme,sans niveau,marié,Rural,Groupe 4,7,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,7470.0,48,12000.0,Y456
15036,53,Homme,fondamental,célibataire,Urbain,Groupe 2,49,Terrain,Casablanca-Settat,sans contrat,arab,51454.0,106,79000.0,Y456
17397,57,Femme,supérieur,célibataire,Urbain,Groupe 2,5,Voiture,L’Oriental,CDI,arab,47787.0,114,73000.0,Z789
29816,62,Homme,fondamental,marié,Urbain,Groupe 1,13,Terrain,Laâyoune-Sakia El Hamra,CDD,arab,42492.0,124,64000.0,X123
8279,57,Femme,fondamental,marié,Urbain,Groupe 2,17,Voiture,L’Oriental,sans contrat,arab,37306.0,114,56000.0,Y456
19118,19,Femme,secondaire,veuf,Urbain,Groupe 2,38,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab,44472.0,38,67000.0,X123
39396,29,Femme,fondamental,célibataire,Urbain,Groupe 2,12,Voiture,Laâyoune-Sakia El Hamra,CDD,amazigh,30008.0,58,44000.0,X123
5887,32,Homme,fondamental,célibataire,Rural,Groupe 3,46,Terrain,L’Oriental,CDI,arab,21563.0,64,35000.0,W000
20418,55,Femme,sans niveau,célibataire,Urbain,Groupe 5,19,Logement,Drâa-Tafilalet,CDI,amazigh,16871.0,110,27000.0,Y456
3634,52,Homme,sans niveau,marié,Urbain,Groupe 6,44,Voiture,Laâyoune-Sakia El Hamra,CDD,arab,17736.0,104,29000.0,Y456
14447,32,Homme,fondamental,célibataire,Rural,Groupe 5,41,Voiture,L’Oriental,CDD,arab,15292.0,64,25000.0,Z789
30346,23,Homme,sans niveau,marié,Rural,Groupe 3,23,Logement,Guelmim-Oued Noun,CDI,arab,15453.0,46,25000.0,Y456
31504,68,Homme,secondaire,marié,Urbain,Groupe 4,41,Logement,Fès-Meknès,sans contrat,arab,31476.0,136,46000.0,X123
33319,37,Homme,fondamental,célibataire,Rural,Groupe 4,29,Voiture,Souss-Massa,CDD,arab,14319.0,74,23000.0,Z789
7581,33,Femme,supérieur,marié,Urbain,Groupe 6,39,Logement,Drâa-Tafilalet,sans contrat,arab,17843.0,66,29000.0,Y456
22844,55,Femme,secondaire,marié,Rural,Groupe 5,41,Terrain,L’Oriental,CDD,arab,16027.0,110,26000.0,Y456
23459,35,Femme,sans niveau,marié,Rural,Groupe 6,31,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,8071.0,70,13000.0,W000
2110,23,Femme,secondaire,célibataire,Rural,Groupe 2,17,Voiture,Souss-Massa,CDI,arab,22140.0,46,36000.0,Y456
38098,36,Femme,secondaire,marié,Urbain,Groupe 2,16,Aucun,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,35510.0,72,53000.0,Y456
28138,41,Homme,fondamental,marié,Rural,Groupe 4,48,Terrain,Guelmim-Oued Noun,sans contrat,amazigh,18162.0,82,30000.0,Y456
28671,65,Femme,secondaire,marié,Urbain,Groupe 6,24,Logement,Tanger-Tétouan-Al Hoceïma,sans contrat,amazigh,13932.0,130,23000.0,X123
36243,69,Femme,secondaire,célibataire,Urbain,Groupe 3,16,Logement,L’Oriental,CDD,arab,25156.0,138,41000.0,X123
15852,18,Homme,sans niveau,célibataire,Urbain,Groupe 4,43,Voiture,Marrakech-Safi,CDI,arab,25629.0,36,42000.0,X123
37974,52,Femme,sans niveau,marié,Rural,Groupe 1,1,Logement,Rabat-Salé-Kénitra,sans contrat,arab,17169.0,104,28000.0,Y456
35143,42,Femme,sans niveau,célibataire,Urbain,Groupe 6,49,Voiture,Guelmim-Oued Noun,CDI,arab,17080.0,84,28000.0,W000
14130,45,Homme,supérieur,célibataire,Rural,Groupe 4,19,Terrain,Béni Mellal-Khénifra,CDI,arab,14790.0,90,24000.0,X123
38185,51,Homme,supérieur,marié,Urbain,Groupe 6,49,Voiture,Fès-Meknès,CDD,amazigh,23491.0,102,38000.0,X123
35136,42,Femme,secondaire,marié,Urbain,Groupe 2,38,Logement,Marrakech-Safi,CDD,amazigh,51251.0,84,78000.0,X123
4230,61,Homme,fondamental,marié,Rural,Groupe 4,39,Terrain,Béni Mellal-Khénifra,CDD,arab,16011.0,122,26000.0,Z789
25794,54,Femme,supérieur,marié,Urbain,Groupe 5,14,Aucun,Drâa-Tafilalet,sans contrat,arab,19764.0,108,32000.0,W000
7517,52,Femme,supérieur,marié,Urbain,Groupe 5,34,Terrain,Béni Mellal-Khénifra,CDD,amazigh,25034.0,104,41000.0,X123
35692,66,Homme,sans niveau,célibataire,Urbain,Groupe 3,8,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,21748.0,132,35000.0,W000
4563,54,Femme,fondamental,divorcé,Urbain,Groupe 4,28,Aucun,Tanger-Tétouan-Al Hoceïma,CDI,arab,18380.0,108,30000.0,W000
2684,40,Homme,fondamental,marié,Urbain,Groupe 5,13,Logement,Casablanca-Settat,sans contrat,arab,14058.0,80,23000.0,Y456
5116,18,Femme,sans niveau,marié,Urbain,Groupe 4,23,Logement,L’Oriental,CDD,arab,17927.0,36,29000.0,Y456
29490,40,Femme,fondamental,marié,Rural,Groupe 3,6,Aucun,Casablanca-Settat,sans contrat,arab,8023.0,80,13000.0,W000
10753,43,Homme,fondamental,marié,Rural,Groupe 6,14,Voiture,Béni Mellal-Khénifra,CDI,arab,6474.0,86,11000.0,Z789
11132,52,Homme,fondamental,marié,Urbain,Groupe 1,40,Terrain,Fès-Meknès,sans contrat,arab,61558.0,104,95000.0,Y456
32638,43,Homme,fondamental,marié,Urbain,Groupe 1,24,Voiture,Guelmim-Oued Noun,CDI,arab,53537.0,86,82000.0,Y456
70,19,Homme,sans niveau,marié,Rural,Groupe 6,22,Aucun,Drâa-Tafilalet,sans contrat,arab,6870.0,38,11000.0,W000
7810,43,Femme,fondamental,marié,Urbain,Groupe 1,32,Terrain,Marrakech-Safi,CDD,arab,51530.0,86,79000.0,W000
24680,42,Femme,supérieur,célibataire,Rural,Groupe 4,9,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab,11107.0,84,18000.0,X123
18894,63,Homme,secondaire,célibataire,Rural,Groupe 4,40,Terrain,Guelmim-Oued Noun,sans contrat,arab,18245.0,126,30000.0,Y456
11814,34,Femme,secondaire,marié,Urbain,Groupe 6,4,Aucun,Casablanca-Settat,sans contrat,arab,8857.0,68,14000.0,X123
23613,51,Homme,sans niveau,marié,Urbain,Groupe 2,13,Voiture,Dakhla-Oued Ed-Dahab,CDI,amazigh,39538.0,102,59000.0,Z789
24989,64,Homme,secondaire,marié,Urbain,Groupe 2,14,Voiture,Drâa-Tafilalet,sans contrat,arab,44483.0,128,67000.0,Z789
26882,28,Femme,sans niveau,célibataire,Urbain,Groupe 5,36,Logement,Drâa-Tafilalet,CDI,arab,18768.0,56,30000.0,X123
16282,30,Homme,sans niveau,célibataire,Urbain,Groupe 6,36,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,14137.0,60,23000.0,Z789
17731,28,Homme,secondaire,marié,Urbain,Groupe 4,28,Voiture,Rabat-Salé-Kénitra,sans contrat,arab,24071.0,56,39000.0,X123
243,49,Homme,fondamental,célibataire,Urbain,Groupe 5,4,Aucun,Marrakech-Safi,CDI,arab,11532.0,98,19000.0,Y456
3456,22,Femme,secondaire,marié,Urbain,Groupe 6,29,Terrain,Guelmim-Oued Noun,sans contrat,amazigh,13060.0,44,21000.0,Y456
6875,42,Homme,secondaire,divorcé,Urbain,Groupe 4,14,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,18888.0,84,31000.0,Y456
13942,59,Homme,sans niveau,célibataire,Urbain,Groupe 4,28,Terrain,Marrakech-Safi,sans contrat,amazigh,22490.0,118,37000.0,W000
28327,40,Homme,sans niveau,veuf,Rural,Groupe 1,47,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,50437.0,80,79000.0,Z789
29184,50,Femme,secondaire,célibataire,Rural,Groupe 5,13,Logement,Marrakech-Safi,CDI,arab,9910.0,100,16000.0,X123
10215,37,Homme,fondamental,célibataire,Urbain,Groupe 5,49,Voiture,Béni Mellal-Khénifra,sans contrat,arab,23353.0,74,38000.0,Z789
27428,37,Homme,fondamental,marié,Urbain,Groupe 4,7,Voiture,Fès-Meknès,CDI,amazigh,14795.0,74,24000.0,Z789
36849,51,Femme,sans niveau,marié,Urbain,Groupe 2,30,Voiture,L’Oriental,CDD,arab,45872.0,102,70000.0,W000
10862,33,Homme,sans niveau,célibataire,Rural,Groupe 5,42,Voiture,Drâa-Tafilalet,CDI,amazigh,16157.0,66,26000.0,W000
28982,63,Femme,secondaire,divorcé,Rural,Groupe 3,42,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,22554.0,126,37000.0,Z789
37229,45,Homme,sans niveau,marié,Rural,Groupe 4,14,Terrain,L’Oriental,CDD,arab,10205.0,90,17000.0,X123
3264,23,Femme,fondamental,marié,Urbain,Groupe 4,2,Terrain,Dakhla-Oued Ed-Dahab,CDD,amazigh,10566.0,46,17000.0,Z789
29386,38,Femme,secondaire,marié,Urbain,Groupe 3,48,Aucun,Rabat-Salé-Kénitra,CDI,amazigh,34789.0,76,52000.0,Z789
27621,20,Femme,fondamental,célibataire,Rural,Groupe 5,14,Logement,Rabat-Salé-Kénitra,sans contrat,arab,7708.0,40,13000.0,X123
5220,53,Homme,fondamental,célibataire,Urbain,Groupe 5,46,Terrain,Casablanca-Settat,CDD,arab,21933.0,106,36000.0,Z789
12506,57,Femme,sans niveau,veuf,Urbain,Groupe 4,44,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,30441.0,114,45000.0,X123
20920,59,Femme,sans niveau,marié,Rural,Groupe 6,34,Aucun,Rabat-Salé-Kénitra,CDI,amazigh,9166.0,118,15000.0,X123
7336,33,Homme,sans niveau,célibataire,Rural,Groupe 5,9,Aucun,Béni Mellal-Khénifra,CDD,arab,6939.0,66,11000.0,Y456
14006,63,Femme,sans niveau,veuf,Rural,Groupe 5,35,Terrain,Casablanca-Settat,CDD,arab,13157.0,126,21000.0,X123
13049,40,Homme,fondamental,marié,Urbain,Groupe 2,35,Aucun,Béni Mellal-Khénifra,CDD,amazigh,40544.0,80,61000.0,X123
10051,45,Femme,secondaire,marié,Rural,Groupe 5,46,Terrain,Casablanca-Settat,sans contrat,arab,16693.0,90,27000.0,W000
7267,57,Femme,fondamental,célibataire,Urbain,Groupe 6,23,Voiture,Laâyoune-Sakia El Hamra,sans contrat,arab,12497.0,114,20000.0,X123
11714,41,Homme,sans niveau,célibataire,Rural,Groupe 3,23,Terrain,Souss-Massa,sans contrat,arab,15421.0,82,25000.0,Z789
37657,64,Femme,fondamental,marié,Rural,Groupe 5,2,Terrain,Laâyoune-Sakia El Hamra,CDD,arab,5167.0,128,8000.0,X123
11260,47,Homme,fondamental,célibataire,Rural,Groupe 4,30,Terrain,Drâa-Tafilalet,CDI,arab,13772.0,94,22000.0,Y456
29563,30,Femme,secondaire,célibataire,Urbain,Groupe 4,36,Logement,Souss-Massa,sans contrat,arab,23788.0,60,39000.0,W000
14784,56,Femme,secondaire,marié,Urbain,Groupe 5,5,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,arab,16861.0,112,27000.0,X123
9059,67,Femme,fondamental,célibataire,Rural,Groupe 5,15,Terrain,Marrakech-Safi,sans contrat,arab,8108.0,134,13000.0,Y456
26295,68,Homme,fondamental,célibataire,Rural,Groupe 4,49,Aucun,Dakhla-Oued Ed-Dahab,CDD,amazigh,17711.0,136,29000.0,X123
4757,39,Homme,supérieur,marié,Rural,Groupe 6,24,Logement,L’Oriental,CDD,arab,10243.0,78,17000.0,X123
36162,33,Homme,sans niveau,marié,Urbain,Groupe 4,4,Terrain,L’Oriental,sans contrat,arab,13623.0,66,22000.0,Y456
39323,52,Homme,secondaire,célibataire,Urbain,Groupe 1,6,Voiture,Tanger-Tétouan-Al Hoceïma,CDD,amazigh,55001.0,104,84000.0,W000
17970,63,Homme,supérieur,célibataire,Rural,Groupe 4,16,Aucun,Marrakech-Safi,CDD,arab,13347.0,126,22000.0,Y456
9993,41,Homme,supérieur,célibataire,Urbain,Groupe 5,25,Terrain,Dakhla-Oued Ed-Dahab,CDD,arab,23254.0,82,38000.0,Z789
27983,33,Femme,secondaire,célibataire,Urbain,Groupe 4,17,Aucun,Béni Mellal-Khénifra,sans contrat,arab,17265.0,66,28000.0,Z789
18168,51,Femme,sans niveau,marié,Urbain,Groupe 5,43,Voiture,Laâyoune-Sakia El Hamra,CDI,amazigh,23228.0,102,38000.0,X123
32661,40,Homme,secondaire,marié,Urbain,Groupe 5,16,Aucun,Rabat-Salé-Kénitra,CDD,arab,16753.0,80,27000.0,Z789
30239,40,Homme,supérieur,marié,Rural,Groupe 6,23,Logement,Dakhla-Oued Ed-Dahab,CDD,arab,10121.0,80,16000.0,W000
31628,20,Homme,fondamental,marié,Rural,Groupe 6,30,Logement,L’Oriental,sans contrat,arab,8528.0,40,14000.0,Z789
25752,21,Homme,sans niveau,célibataire,Urbain,Groupe 6,28,Aucun,Rabat-Salé-Kénitra,CDD,amazigh,11620.0,42,19000.0,Z789
30115,48,Femme,fondamental,divorcé,Urbain,Groupe 6,7,Logement,Laâyoune-Sakia El Hamra,CDI,arab,8752.0,96,14000.0,W000
2276,54,Femme,supérieur,marié,Urbain,Groupe 1,30,Logement,Béni Mellal-Khénifra,CDD,arab,75953.0,108,118000.0,Z789
1883,62,Homme,sans niveau,marié,Urbain,Groupe 4,29,Aucun,Rabat-Salé-Kénitra,CDD,arab,20301.0,124,33000.0,W000
11427,46,Femme,fondamental,marié,Rural,Groupe 4,45,Logement,Drâa-Tafilalet,sans contrat,arab,17876.0,92,29000.0,X123
24992,44,Homme,secondaire,marié,Rural,Groupe 2,31,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,31736.0,88,48000.0,Z789
3287,41,Femme,fondamental,marié,Rural,Groupe 5,22,Voiture,Fès-Meknès,sans contrat,arab,10462.0,82,17000.0,W000
17282,24,Femme,fondamental,divorcé,Urbain,Groupe 3,0,Voiture,Rabat-Salé-Kénitra,CDD,arab,13757.0,48,22000.0,Y456
23114,24,Femme,sans niveau,célibataire,Rural,Groupe 5,16,Terrain,Drâa-Tafilalet,sans contrat,arab,8276.0,48,13000.0,Z789
5199,34,Femme,sans niveau,célibataire,Rural,Groupe 6,34,Aucun,Drâa-Tafilalet,CDI,amazigh,8506.0,68,14000.0,Z789
18862,60,Homme,sans niveau,marié,Rural,Groupe 3,30,Terrain,Drâa-Tafilalet,sans contrat,arab,18842.0,120,31000.0,W000
19435,22,Femme,fondamental,marié,Rural,Groupe 2,0,Voiture,Rabat-Salé-Kénitra,sans contrat,amazigh,9834.0,44,16000.0,W000
15677,18,Femme,secondaire,célibataire,Rural,Groupe 1,21,Terrain,Dakhla-Oued Ed-Dahab,CDI,amazigh,31538.0,36,48000.0,Z789
6335,42,Femme,fondamental,marié,Urbain,Groupe 2,48,Voiture,Rabat-Salé-Kénitra,sans contrat,arab,51188.0,84,78000.0,W000
16948,64,Femme,sans niveau,marié,Urbain,Groupe 2,15,Aucun,Souss-Massa,CDI,arab,32356.0,128,48000.0,W000
7906,35,Femme,sans niveau,marié,Urbain,Groupe 3,31,Aucun,Casablanca-Settat,sans contrat,arab,23389.0,70,38000.0,W000
10009,45,Femme,secondaire,célibataire,Urbain,Groupe 4,32,Voiture,Béni Mellal-Khénifra,CDD,arab,25571.0,90,42000.0,X123
12441,57,Femme,sans niveau,célibataire,Rural,Groupe 3,27,Terrain,Casablanca-Settat,CDI,amazigh,16874.0,114,27000.0,Z789
1708,47,Femme,fondamental,marié,Urbain,Groupe 2,14,Voiture,Casablanca-Settat,CDD,arab,33993.0,94,50000.0,Z789
