Identifiant,Âge,Sexe,Niveau d'éducation,État matrimonial,Urbain/Rural,Catégorie socioprofessionnelle,Années d'expérience,Possession de biens,Région,Type de contrat,Langue maternelle,Revenu annuel (DH),Âge doublé,Revenu approximatif,Code aléatoire
15134,55,Homme,secondaire,célibataire,Urbain,Groupe 4,38,Aucun,Fès-Meknès,sans contrat,arab,29319.0,110,43000.0,W000
25173,26,Homme,sans niveau,marié,Rural,Groupe 5,35,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab,12419.0,52,20000.0,X123
4694,20,Femme,supérieur,célibataire,Urbain,Groupe 5,16,Logement,L’Oriental,CDD,arab,19144.0,40,31000.0,Z789
24322,50,Femme,sans niveau,marié,Rural,Groupe 4,4,Aucun,Béni Mellal-Khénifra,CDI,arab,6897.0,100,11000.0,W000
5317,39,Homme,fondamental,marié,Rural,Groupe 6,36,Logement,L’Oriental,CDD,arab,9802.0,78,16000.0,W000
36362,48,Homme,secondaire,célibataire,Urbain,Groupe 1,24,Aucun,Drâa-Tafilalet,CDI,arab,58131.0,96,90000.0,Z789
23195,67,Homme,sans niveau,marié,Urbain,Groupe 5,32,Logement,Souss-Massa,CDD,arab,20250.0,134,33000.0,W000
18916,20,Homme,sans niveau,marié,Rural,Groupe 5,46,Voiture,Guelmim-Oued Noun,CDI,arab,17008.0,40,28000.0,W000
20749,34,Homme,fondamental,célibataire,Rural,Groupe 4,22,Logement,Casablanca-Settat,CDI,arab,11662.0,68,19000.0,X123
20763,48,Femme,fondamental,célibataire,Rural,Groupe 2,39,Aucun,Dakhla-Oued Ed-Dahab,CDD,arab,29842.0,96,45000.0,X123
33519,57,Femme,fondamental,marié,Rural,Groupe 4,28,Terrain,Laâyoune-Sakia El Hamra,sans contrat,amazigh,13107.0,114,21000.0,Z789
36346,39,Homme,fondamental,marié,Urbain,Groupe 4,48,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,23137.0,78,38000.0,W000
16491,65,Femme,supérieur,marié,Rural,Groupe 6,19,Terrain,Drâa-Tafilalet,CDI,arab,8683.0,130,14000.0,Z789
25532,43,Femme,secondaire,veuf,Rural,Groupe 1,36,Logement,Drâa-Tafilalet,CDI,arab,44915.0,86,70000.0,X123
7016,68,Homme,secondaire,célibataire,Rural,Groupe 4,15,Voiture,Béni Mellal-Khénifra,CDI,amazigh,12902.0,136,21000.0,Y456
4112,40,Homme,sans niveau,célibataire,Urbain,Groupe 6,32,Aucun,L’Oriental,CDD,arab,12845.0,80,21000.0,W000
27977,30,Femme,sans niveau,marié,Rural,Groupe 2,5,Aucun,Casablanca-Settat,CDD,arab,11811.0,60,19000.0,X123
32608,48,Homme,secondaire,marié,Rural,Groupe 5,10,Aucun,Rabat-Salé-Kénitra,CDI,arab,8886.0,96,14000.0,Y456
21745,58,Femme,fondamental,marié,Urbain,Groupe 6,28,Aucun,Souss-Massa,CDI,arab,11686.0,116,19000.0,W000
14226,61,Femme,secondaire,marié,Urbain,Groupe 6,32,Voiture,Laâyoune-Sakia El Hamra,CDD,amazigh,15982.0,122,26000.0,Z789
4800,64,Homme,fondamental,marié,Urbain,Groupe 3,0,Aucun,Fès-Meknès,CDI,amazigh,14804.0,128,24000.0,W000
5236,64,Femme,sans niveau,célibataire,Urbain,Groupe 4,44,Terrain,Souss-Massa,CDI,arab,23938.0,128,39000.0,X123
37153,29,Femme,fondamental,marié,Urbain,Groupe 2,26,Logement,Guelmim-Oued Noun,CDI,arab,35944.0,58,54000.0,Z789
13583,24,Femme,sans niveau,célibataire,Urbain,Groupe 6,27,Voiture,Marrakech-Safi,CDD,arab,12421.0,48,20000.0,Z789
3912,44,Homme,sans niveau,célibataire,Rural,Groupe 1,25,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,36049.0,88,55000.0,Z789
35432,50,Femme,sans niveau,célibataire,Urbain,Groupe 6,40,Aucun,Drâa-Tafilalet,CDD,arab,13910.0,100,23000.0,X123
9581,60,Femme,fondamental,marié,Urbain,Groupe 2,25,Logement,Guelmim-Oued Noun,sans contrat,arab,40371.0,120,61000.0,X123
15157,43,Femme,secondaire,marié,Urbain,Groupe 5,49,Aucun,Souss-Massa,CDD,arab,22933.0,86,37000.0,X123
13981,51,Femme,secondaire,célibataire,Urbain,Groupe 2,9,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab,35268.0,102,52000.0,X123
27661,39,Femme,fondamental,marié,Urbain,Groupe 4,2,Logement,Fès-Meknès,sans contrat,arab,11859.0,78,19000.0,Y456
37590,67,Homme,fondamental,marié,Urbain,Groupe 1,2,Terrain,Guelmim-Oued Noun,sans contrat,arab,35382.0,134,53000.0,Y456
36129,30,Femme,sans niveau,célibataire,Urbain,Groupe 3,12,Voiture,Guelmim-Oued Noun,CDI,arab,19533.0,60,32000.0,Y456
8701,45,Homme,secondaire,marié,Urbain,Groupe 2,40,Logement,Laâyoune-Sakia El Hamra,CDI,amazigh,55885.0,90,86000.0,W000
39372,64,Homme,fondamental,célibataire,Urbain,Groupe 2,31,Voiture,Souss-Massa,CDI,arab,44998.0,128,68000.0,Z789
17038,35,Femme,fondamental,marié,Urbain,Groupe 5,38,Voiture,Fès-Meknès,sans contrat,arab,19448.0,70,32000.0,Y456
3124,21,Homme,fondamental,marié,Urbain,Groupe 4,6,Terrain,Casablanca-Settat,sans contrat,arab,12605.0,42,20000.0,Z789
7663,35,Femme,secondaire,marié,Urbain,Groupe 1,31,Voiture,Rabat-Salé-Kénitra,CDD,arab,63163.0,70,98000.0,X123
19619,28,Homme,secondaire,célibataire,Urbain,Groupe 4,3,Aucun,Béni Mellal-Khénifra,CDD,arab,14775.0,56,24000.0,Y456
22597,51,Femme,secondaire,célibataire,Urbain,Groupe 5,43,Voiture,Guelmim-Oued Noun,sans contrat,arab,28742.0,102,42000.0,Z789
10591,63,Homme,fondamental,marié,Rural,Groupe 6,42,Aucun,Dakhla-Oued Ed-Dahab,CDI,arab,9992.0,126,16000.0,Z789
9306,32,Homme,sans niveau,marié,Urbain,Groupe 5,17,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab,14772.0,64,24000.0,X123
33461,36,Homme,sans niveau,célibataire,Urbain,Groupe 4,5,Logement,Béni Mellal-Khénifra,CDD,arab,14864.0,72,24000.0,Z789
4252,64,Femme,sans niveau,marié,Urbain,Groupe 4,18,Aucun,Casablanca-Settat,sans contrat,arab,16395.0,128,27000.0,X123
13219,36,Femme,fondamental,marié,Rural,Groupe 2,22,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,21052.0,72,34000.0,W000
7694,66,Femme,sans niveau,marié,Rural,Groupe 3,24,Aucun,Casablanca-Settat,sans contrat,arab,14514.0,132,24000.0,Y456
18484,26,Homme,sans niveau,célibataire,Rural,Groupe 3,20,Terrain,Drâa-Tafilalet,sans contrat,arab,13781.0,52,22000.0,X123
35010,41,Homme,fondamental,marié,Urbain,Groupe 4,15,Aucun,Guelmim-Oued Noun,sans contrat,amazigh,15186.0,82,25000.0,Z789
30800,32,Femme,fondamental,célibataire,Rural,Groupe 6,11,Aucun,Béni Mellal-Khénifra,CDD,arab,4591.0,64,7000.0,X123
29689,33,Femme,secondaire,marié,Urbain,Groupe 4,26,Logement,Béni Mellal-Khénifra,CDI,amazigh,21430.0,66,35000.0,W000
27995,30,Femme,sans niveau,marié,Urbain,Groupe 2,36,Terrain,Guelmim-Oued Noun,sans contrat,arab,41388.0,60,62000.0,Y456
16003,35,Homme,sans niveau,célibataire,Urbain,Groupe 4,25,Voiture,Béni Mellal-Khénifra,sans contrat,amazigh,21092.0,70,34000.0,Y456
17660,55,Homme,fondamental,marié,Rural,Groupe 5,46,Aucun,Souss-Massa,sans contrat,arab,15216.0,110,25000.0,X123
24394,21,Homme,secondaire,marié,Urbain,Groupe 1,21,Logement,L’Oriental,CDI,arab,55822.0,42,86000.0,W000
13523,48,Femme,secondaire,marié,Urbain,Groupe 5,20,Voiture,L’Oriental,CDD,amazigh,19722.0,96,32000.0,Z789
35874,69,Femme,sans niveau,marié,Rural,Groupe 6,25,Aucun,Casablanca-Settat,sans contrat,arab,7411.0,138,12000.0,X123
20689,69,Homme,sans niveau,célibataire,Rural,Groupe 5,11,Aucun,Casablanca-Settat,CDD,arab,7858.0,138,13000.0,W000
30670,30,Femme,sans niveau,marié,Rural,Groupe 6,31,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,8335.0,60,14000.0,Y456
36077,33,Homme,secondaire,marié,Urbain,Groupe 3,1,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,18292.0,66,30000.0,Z789
23610,21,Homme,supérieur,marié,Urbain,Groupe 2,12,Terrain,Souss-Massa,sans contrat,arab,43361.0,42,66000.0,Y456
9902,55,Homme,secondaire,marié,Rural,Groupe 5,6,Terrain,Casablanca-Settat,CDI,arab,8784.0,110,14000.0,X123
18517,50,Homme,secondaire,célibataire,Urbain,Groupe 3,7,Aucun,Souss-Massa,sans contrat,amazigh,22625.0,100,37000.0,W000
28448,43,Femme,fondamental,célibataire,Urbain,Groupe 1,44,Aucun,L’Oriental,CDD,amazigh,56606.0,86,87000.0,W000
35471,45,Femme,sans niveau,célibataire,Rural,Groupe 5,5,Terrain,Marrakech-Safi,CDI,arab,6369.0,90,10000.0,Z789
29637,50,Homme,fondamental,divorcé,Urbain,Groupe 5,13,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,14903.0,100,24000.0,X123
26414,52,Femme,sans niveau,marié,Urbain,Groupe 5,39,Aucun,Béni Mellal-Khénifra,CDD,arab,19414.0,104,32000.0,Z789
8491,53,Femme,sans niveau,marié,Urbain,Groupe 5,16,Aucun,Souss-Massa,sans contrat,arab,14535.0,106,24000.0,Y456
10758,22,Homme,supérieur,marié,Urbain,Groupe 2,41,Aucun,Laâyoune-Sakia El Hamra,sans contrat,amazigh,54829.0,44,84000.0,W000
39291,66,Femme,sans niveau,marié,Urbain,Groupe 2,12,Aucun,Drâa-Tafilalet,CDI,arab,30971.0,132,45000.0,X123
9055,37,Femme,sans niveau,célibataire,Urbain,Groupe 6,14,Voiture,Dakhla-Oued Ed-Dahab,sans contrat,amazigh,10566.0,74,17000.0,W000
10042,64,Femme,fondamental,marié,Rural,Groupe 1,8,Voiture,Marrakech-Safi,sans contrat,arab,20416.0,128,33000.0,X123
31112,26,Femme,fondamental,marié,Rural,Groupe 6,42,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab,9315.0,52,15000.0,X123
25206,64,Homme,fondamental,célibataire,Urbain,Groupe 5,19,Terrain,Souss-Massa,sans contrat,arab,15180.0,128,25000.0,Y456
29937,36,Femme,sans niveau,célibataire,Rural,Groupe 1,25,Voiture,Béni Mellal-Khénifra,CDD,amazigh,34998.0,72,54000.0,X123
20552,32,Homme,supérieur,divorcé,Urbain,Groupe 6,9,Voiture,Drâa-Tafilalet,CDI,arab,14414.0,64,23000.0,X123
6996,35,Homme,sans niveau,célibataire,Urbain,Groupe 5,22,Aucun,Marrakech-Safi,CDI,arab,15402.0,70,25000.0,X123
8831,60,Homme,secondaire,marié,Urbain,Groupe 5,43,Logement,Dakhla-Oued Ed-Dahab,sans contrat,arab,30080.0,120,44000.0,Y456
4133,33,Homme,fondamental,marié,Urbain,Groupe 4,3,Logement,Fès-Meknès,sans contrat,arab,12682.0,66,21000.0,Y456
4623,62,Homme,fondamental,célibataire,Urbain,Groupe 5,45,Aucun,Dakhla-Oued Ed-Dahab,CDI,amazigh,20059.0,124,33000.0,X123
15753,61,Femme,secondaire,célibataire,Rural,Groupe 5,31,Aucun,Guelmim-Oued Noun,sans contrat,arab,12666.0,122,21000.0,W000
16951,49,Homme,sans niveau,marié,Rural,Groupe 5,19,Aucun,Béni Mellal-Khénifra,CDI,arab,9744.0,98,16000.0,Y456
23152,29,Femme,fondamental,marié,Rural,Groupe 2,35,Logement,Guelmim-Oued Noun,CDI,arab,27184.0,58,44000.0,W000
22772,54,Femme,sans niveau,marié,Urbain,Groupe 1,19,Terrain,Dakhla-Oued Ed-Dahab,CDI,arab,48778.0,108,74000.0,Y456
13495,36,Femme,sans niveau,célibataire,Rural,Groupe 1,7,Voiture,Drâa-Tafilalet,sans contrat,arab,20254.0,72,33000.0,W000
32988,54,Femme,sans niveau,marié,Urbain,Groupe 5,14,Voiture,Drâa-Tafilalet,sans contrat,arab,16309.0,108,26000.0,Y456
35628,28,Homme,sans niveau,marié,Urbain,Groupe 5,9,Voiture,L’Oriental,sans contrat,arab,14000.0,56,23000.0,Y456
5382,33,Homme,sans niveau,marié,Rural,Groupe 4,39,Logement,Laâyoune-Sakia El Hamra,sans contrat,amazigh,16850.0,66,27000.0,X123
5316,25,Homme,sans niveau,célibataire,Rural,Groupe 4,40,Terrain,Drâa-Tafilalet,CDD,arab,16196.0,50,26000.0,Z789
21843,42,Femme,sans niveau,marié,Urbain,Groupe 2,18,Terrain,L’Oriental,CDD,arab,34755.0,84,52000.0,Y456
29874,68,Homme,fondamental,célibataire,Urbain,Groupe 4,28,Voiture,Marrakech-Safi,sans contrat,arab,21549.0,136,35000.0,X123
12496,68,Femme,secondaire,marié,Rural,Groupe 5,16,Aucun,L’Oriental,CDI,arab,9434.0,136,15000.0,Y456
35612,35,Femme,sans niveau,marié,Rural,Groupe 5,5,Voiture,Guelmim-Oued Noun,sans contrat,arab,6551.0,70,11000.0,Z789
38237,67,Femme,sans niveau,célibataire,Rural,Groupe 2,14,Terrain,Béni Mellal-Khénifra,sans contrat,amazigh,18012.0,134,29000.0,X123
37990,29,Femme,fondamental,marié,Rural,Groupe 2,34,Terrain,Casablanca-Settat,sans contrat,arab,25463.0,58,41000.0,Y456
13258,52,Homme,fondamental,marié,Urbain,Groupe 5,46,Terrain,Marrakech-Safi,CDI,arab,21853.0,104,35000.0,Y456
34905,51,Femme,sans niveau,célibataire,Rural,Groupe 3,24,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,17055.0,102,28000.0,W000
34190,22,Femme,sans niveau,marié,Rural,Groupe 4,7,Aucun,Casablanca-Settat,sans contrat,arab,6791.0,44,11000.0,Y456
39912,46,Homme,supérieur,célibataire,Urbain,Groupe 4,38,Logement,Souss-Massa,CDI,arab,35167.0,92,52000.0,Z789
11290,25,Homme,supérieur,célibataire,Rural,Groupe 6,37,Logement,Laâyoune-Sakia El Hamra,CDD,arab,12013.0,50,20000.0,X123
30790,58,Femme,fondamental,célibataire,Urbain,Groupe 6,43,Voiture,Béni Mellal-Khénifra,sans contrat,arab,16094.0,116,26000.0,X123
9432,32,Homme,secondaire,marié,Rural,Groupe 5,5,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,7028.0,64,11000.0,W000
15828,67,Homme,secondaire,marié,Urbain,Groupe 6,9,Logement,Tanger-Tétouan-Al Hoceïma,CDI,arab,12380.0,134,20000.0,X123
15783,61,Homme,fondamental,marié,Urbain,Groupe 4,20,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,18445.0,122,30000.0,Z789
34892,26,Homme,supérieur,célibataire,Urbain,Groupe 4,49,Terrain,L’Oriental,CDD,amazigh,34093.0,52,51000.0,Y456
18180,34,Homme,supérieur,marié,Urbain,Groupe 5,49,Logement,Drâa-Tafilalet,CDI,arab,32064.0,68,47000.0,X123
6835,63,Femme,fondamental,célibataire,Rural,Groupe 2,7,Voiture,Drâa-Tafilalet,CDD,amazigh,14781.0,126,24000.0,X123
17442,47,Homme,sans niveau,marié,Urbain,Groupe 6,3,Aucun,Laâyoune-Sakia El Hamra,CDI,arab,8808.0,94,14000.0,Z789
10157,22,Femme,secondaire,marié,Urbain,Groupe 5,29,Logement,Béni Mellal-Khénifra,CDD,amazigh,19155.0,44,31000.0,X123
7688,41,Homme,sans niveau,marié,Urbain,Groupe 5,46,Logement,Rabat-Salé-Kénitra,sans contrat,amazigh,23194.0,82,38000.0,Y456
2630,33,Femme,secondaire,célibataire,Urbain,Groupe 4,24,Logement,Guelmim-Oued Noun,CDD,arab,20889.0,66,34000.0,Y456
7700,52,Homme,secondaire,célibataire,Urbain,Groupe 1,46,Voiture,Drâa-Tafilalet,CDI,arab,83321.0,104,130000.0,Y456
30199,53,Femme,sans niveau,célibataire,Urbain,Groupe 6,2,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,9050.0,106,15000.0,Z789
4817,57,Femme,supérieur,célibataire,Urbain,Groupe 5,8,Terrain,Guelmim-Oued Noun,CDI,arab,19762.0,114,32000.0,Y456
20273,47,Femme,supérieur,veuf,Urbain,Groupe 2,31,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,51458.0,94,79000.0,W000
31750,38,Femme,sans niveau,marié,Rural,Groupe 5,7,Logement,Souss-Massa,CDI,arab,6862.0,76,11000.0,Y456
37526,64,Femme,fondamental,marié,Rural,Groupe 4,26,Terrain,L’Oriental,sans contrat,amazigh,12111.0,128,20000.0,Y456
39198,33,Homme,supérieur,marié,Rural,Groupe 4,14,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,arab,12018.0,66,20000.0,Y456
33926,67,Femme,sans niveau,marié,Rural,Groupe 5,28,Voiture,Drâa-Tafilalet,CDI,arab,12675.0,134,21000.0,Z789
16830,68,Homme,fondamental,marié,Urbain,Groupe 6,10,Voiture,Marrakech-Safi,CDI,arab,10282.0,136,17000.0,X123
36813,40,Femme,secondaire,marié,Urbain,Groupe 1,42,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,72480.0,80,113000.0,X123
21185,53,Homme,sans niveau,marié,Urbain,Groupe 6,1,Voiture,Drâa-Tafilalet,CDD,arab,10195.0,106,17000.0,Y456
28004,36,Homme,sans niveau,marié,Urbain,Groupe 6,31,Logement,Souss-Massa,CDI,arab,13692.0,72,22000.0,Z789
2544,65,Femme,sans niveau,célibataire,Urbain,Groupe 5,6,Aucun,L’Oriental,CDI,arab,11760.0,130,19000.0,Y456
21008,49,Femme,fondamental,veuf,Rural,Groupe 2,3,Terrain,Guelmim-Oued Noun,CDD,arab,11856.0,98,19000.0,Y456
38636,52,Femme,secondaire,célibataire,Rural,Groupe 3,39,Voiture,Drâa-Tafilalet,CDI,arab,24150.0,104,39000.0,Y456
26048,21,Femme,sans niveau,veuf,Urbain,Groupe 6,10,Voiture,Fès-Meknès,CDD,arab,9413.0,42,15000.0,X123
10468,35,Homme,sans niveau,marié,Urbain,Groupe 5,41,Aucun,Guelmim-Oued Noun,CDI,arab,19496.0,70,32000.0,X123
28521,69,Femme,secondaire,marié,Urbain,Groupe 4,23,Logement,Tanger-Tétouan-Al Hoceïma,CDD,arab,22021.0,138,36000.0,W000
37821,61,Femme,sans niveau,célibataire,Urbain,Groupe 2,14,Voiture,Guelmim-Oued Noun,sans contrat,arab,36229.0,122,54000.0,Y456
34059,29,Homme,sans niveau,marié,Rural,Groupe 2,21,Voiture,Rabat-Salé-Kénitra,CDD,arab,23171.0,58,38000.0,Z789
16669,55,Femme,supérieur,marié,Rural,Groupe 2,47,Terrain,Tanger-Tétouan-Al Hoceïma,CDI,amazigh,42871.0,110,66000.0,Z789
30126,47,Homme,secondaire,marié,Urbain,Groupe 6,8,Logement,Dakhla-Oued Ed-Dahab,CDD,arab,12372.0,94,20000.0,Y456
999,35,Femme,sans niveau,célibataire,Rural,Groupe 3,3,Logement,Guelmim-Oued Noun,CDD,arab,8274.0,70,13000.0,X123
38558,35,Femme,supérieur,marié,Urbain,Groupe 5,38,Terrain,Casablanca-Settat,CDD,arab,23863.0,70,39000.0,Z789
21405,42,Homme,fondamental,marié,Urbain,Groupe 5,0,Logement,Drâa-Tafilalet,CDI,arab,11146.0,84,18000.0,Y456
23539,24,Femme,fondamental,veuf,Urbain,Groupe 2,7,Terrain,Marrakech-Safi,CDI,arab,22235.0,48,36000.0,Y456
35336,32,Femme,sans niveau,célibataire,Urbain,Groupe 5,10,Logement,Marrakech-Safi,sans contrat,arab,12775.0,64,21000.0,W000
7362,52,Homme,fondamental,marié,Rural,Groupe 2,48,Aucun,Dakhla-Oued Ed-Dahab,CDI,amazigh,35295.0,104,54000.0,X123
7170,45,Homme,fondamental,marié,Urbain,Groupe 1,49,Voiture,Fès-Meknès,sans contrat,arab,71741.0,90,112000.0,Y456
27835,66,Femme,sans niveau,marié,Rural,Groupe 5,1,Aucun,Dakhla-Oued Ed-Dahab,sans contrat,amazigh,5204.0,132,8000.0,Z789
32640,47,Femme,sans niveau,célibataire,Urbain,Groupe 5,4,Logement,L’Oriental,sans contrat,amazigh,12633.0,94,21000.0,Y456
17385,69,Homme,fondamental,célibataire,Urbain,Groupe 5,38,Aucun,Marrakech-Safi,sans contrat,arab,18551.0,138,30000.0,Y456
4769,42,Homme,fondamental,marié,Urbain,Groupe 5,1,Voiture,Fès-Meknès,CDI,arab,11900.0,84,19000.0,X123
4282,52,Femme,sans niveau,célibataire,Rural,Groupe 3,3,Aucun,Fès-Meknès,CDD,arab,8420.0,104,14000.0,Y456
23584,28,Femme,fondamental,marié,Urbain,Groupe 4,14,Aucun,Drâa-Tafilalet,CDI,amazigh,13018.0,56,21000.0,Y456
33239,35,Femme,fondamental,marié,Rural,Groupe 3,7,Aucun,Rabat-Salé-Kénitra,sans contrat,arab,8093.0,70,13000.0,Y456
4534,46,Femme,fondamental,célibataire,Urbain,Groupe 5,27,Logement,Béni Mellal-Khénifra,CDD,arab,16839.0,92,27000.0,X123
16687,61,Homme,fondamental,marié,Rural,Groupe 6,37,Aucun,Fès-Meknès,CDI,amazigh,9222.0,122,15000.0,X123
19492,33,Homme,fondamental,marié,Urbain,Groupe 1,3,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,33264.0,66,49000.0,Y456
12943,51,Homme,secondaire,célibataire,Urbain,Groupe 4,35,Logement,Laâyoune-Sakia El Hamra,CDD,arab,30623.0,102,45000.0,W000
29354,69,Homme,secondaire,marié,Rural,Groupe 1,37,Logement,Fès-Meknès,CDI,arab,47753.0,138,74000.0,Z789
23915,35,Femme,secondaire,marié,Urbain,Groupe 5,0,Logement,L’Oriental,CDI,arab,12793.0,70,21000.0,Z789
26955,52,Femme,fondamental,divorcé,Urbain,Groupe 1,30,Aucun,L’Oriental,sans contrat,arab,49782.0,104,76000.0,W000
23425,60,Homme,sans niveau,célibataire,Rural,Groupe 4,3,Voiture,Fès-Meknès,CDI,arab,8863.0,120,14000.0,Z789
9749,46,Femme,fondamental,marié,Urbain,Groupe 5,35,Aucun,Dakhla-Oued Ed-Dahab,CDI,amazigh,17032.0,92,28000.0,Z789
8470,61,Homme,fondamental,marié,Rural,Groupe 5,1,Logement,Marrakech-Safi,CDD,arab,5670.0,122,9000.0,X123
34273,34,Femme,secondaire,marié,Rural,Groupe 5,41,Aucun,Drâa-Tafilalet,CDI,arab,14333.0,68,23000.0,Y456
17810,68,Homme,secondaire,marié,Urbain,Groupe 3,10,Aucun,Laâyoune-Sakia El Hamra,sans contrat,arab,22817.0,136,37000.0,W000
8353,31,Homme,sans niveau,marié,Urbain,Groupe 6,37,Terrain,Guelmim-Oued Noun,CDI,arab,13719.0,62,22000.0,Z789
21811,57,Homme,sans niveau,marié,Urbain,Groupe 4,17,Logement,Casablanca-Settat,CDD,arab,20366.0,114,33000.0,W000
30525,51,Homme,supérieur,marié,Rural,Groupe 4,7,Terrain,L’Oriental,CDI,arab,12127.0,102,20000.0,X123
2380,18,Homme,fondamental,marié,Urbain,Groupe 4,5,Terrain,Rabat-Salé-Kénitra,CDD,arab,12346.0,36,20000.0,Z789
30831,37,Homme,secondaire,célibataire,Rural,Groupe 6,32,Aucun,Drâa-Tafilalet,sans contrat,arab,9350.0,74,15000.0,Z789
17546,23,Femme,sans niveau,marié,Rural,Groupe 3,38,Terrain,L’Oriental,CDI,amazigh,18934.0,46,31000.0,Y456
17067,37,Femme,sans niveau,marié,Urbain,Groupe 4,40,Terrain,L’Oriental,CDI,arab,22159.0,74,36000.0,W000
112,68,Femme,sans niveau,marié,Rural,Groupe 6,26,Voiture,Dakhla-Oued Ed-Dahab,CDD,amazigh,8700.0,136,14000.0,W000
38294,32,Femme,secondaire,marié,Rural,Groupe 6,47,Terrain,Marrakech-Safi,CDI,arab,11652.0,64,19000.0,Y456
14009,43,Femme,secondaire,marié,Urbain,Groupe 4,43,Voiture,Souss-Massa,CDI,arab,31442.0,86,46000.0,Z789
23709,28,Femme,sans niveau,marié,Urbain,Groupe 3,33,Terrain,Marrakech-Safi,CDI,amazigh,24622.0,56,40000.0,Z789
25889,67,Femme,fondamental,célibataire,Urbain,Groupe 2,17,Terrain,Dakhla-Oued Ed-Dahab,sans contrat,arab,32439.0,134,48000.0,X123
30219,29,Homme,fondamental,marié,Urbain,Groupe 1,24,Terrain,Drâa-Tafilalet,CDI,arab,46149.0,58,70000.0,X123
19796,19,Femme,fondamental,veuf,Urbain,Groupe 4,26,Terrain,Guelmim-Oued Noun,CDD,arab,16772.0,38,27000.0,X123
9389,47,Femme,sans niveau,célibataire,Urbain,Groupe 5,43,Terrain,Béni Mellal-Khénifra,CDD,arab,20882.0,94,34000.0,Z789
3978,52,Femme,supérieur,marié,Urbain,Groupe 5,12,Aucun,Drâa-Tafilalet,CDD,arab,19101.0,104,31000.0,Y456
3547,40,Homme,sans niveau,marié,Rural,Groupe 4,41,Voiture,Casablanca-Settat,sans contrat,arab,18556.0,80,30000.0,Z789
4404,25,Homme,sans niveau,marié,Urbain,Groupe 3,47,Voiture,L’Oriental,sans contrat,arab,36452.0,50,54000.0,Z789
7394,19,Homme,supérieur,célibataire,Urbain,Groupe 2,25,Voiture,L’Oriental,CDD,amazigh,54108.0,38,83000.0,Y456
11396,49,Femme,secondaire,marié,Rural,Groupe 2,43,Voiture,Casablanca-Settat,CDI,arab,40022.0,98,62000.0,W000
1375,64,Homme,secondaire,marié,Urbain,Groupe 2,25,Logement,Marrakech-Safi,CDI,arab,48267.0,128,74000.0,Z789
29640,35,Femme,fondamental,marié,Rural,Groupe 6,45,Voiture,Laâyoune-Sakia El Hamra,CDI,arab,11380.0,70,18000.0,Z789
26787,38,Homme,fondamental,divorcé,Urbain,Groupe 5,34,Voiture,Souss-Massa,CDI,arab,19724.0,76,32000.0,Z789
32305,46,Femme,fondamental,marié,Urbain,Groupe 2,27,Logement,Casablanca-Settat,sans contrat,amazigh,39084.0,92,59000.0,Y456
26758,43,Homme,sans niveau,marié,Urbain,Groupe 3,23,Logement,Laâyoune-Sakia El Hamra,CDD,amazigh,25614.0,86,42000.0,X123
4316,53,Homme,sans niveau,marié,Urbain,Groupe 4,28,Logement,Marrakech-Safi,CDD,arab,22918.0,106,37000.0,Z789
31159,25,Homme,fondamental,marié,Urbain,Groupe 6,22,Terrain,Tanger-Tétouan-Al Hoceïma,CDD,arab,10464.0,50,17000.0,Z789
4879,31,Homme,supérieur,marié,Urbain,Groupe 5,31,Terrain,Marrakech-Safi,CDD,arab,23268.0,62,38000.0,X123
33354,24,Homme,sans niveau,marié,Urbain,Groupe 1,4,Terrain,Laâyoune-Sakia El Hamra,sans contrat,arab,36290.0,48,54000.0,W000
25455,48,Homme,sans niveau,célibataire,Rural,Groupe 2,25,Logement,Drâa-Tafilalet,sans contrat,amazigh,25920.0,96,42000.0,Z789
2662,50,Homme,fondamental,célibataire,Urbain,Groupe 6,18,Voiture,Fès-Meknès,sans contrat,arab,12013.0,100,20000.0,W000
8348,30,Homme,fondamental,célibataire,Urbain,Groupe 4,3,Terrain,Tanger-Tétouan-Al Hoceïma,sans contrat,arab,11829.0,60,19000.0,Y456
5703,49,Homme,sans niveau,marié,Urbain,Groupe 5,4,Aucun,Souss-Massa,CDI,amazigh,12717.0,98,21000.0,X123
7121,51,Homme,supérieur,marié,Urbain,Groupe 4,3,Voiture,Souss-Massa,sans contrat,arab,24558.0,102,40000.0,W000
